title,abstract,applicant,ipc,date
バイオマス由来ポリアミド,バイオマス原料から得られるポリアミドの合成方法に関する。バイオマスの前処理技術の改良により環境負荷の低い材料を提供する。,帝人株式会社,C08L 67/02; B29B 17/00; C12P 7/62,2023-07-20
廃エポキシ樹脂の再資源化方法,解重合可能なエポキシ樹脂に関する。分子鎖中にエステル交換部位を導入することで、温和な条件下でモノマーへの分解が可能な循環型プラスチックを実現する。,旭化成株式会社,C12P 7/62; C08J 11/10; C08G 63/183,2022-02-16
高効率光電変換素子,ペロブスカイト光電変換素子に関する。パッシベーション層の形成により光電変換効率を向上させ、低コストでの製造を可能にする。,First Solar,H10K 30/50; H01L 31/18,2024-01-01
リチウム硫黄電池の製造方法,リチウムイオン二次電池の負極材料に関する。硫化物系固体電解質の粒径制御により、高容量かつ長サイクル寿命を実現する。,出光興産株式会社;CATL,H01M 10/0562; C01G 53/00,2019-08-03
フレキシブル光電変換素子,シリコン太陽電池とペロブスカイト太陽電池のタンデム構造に関する。中間層の最適化により長期安定性の向上を達成する。,パナソニック株式会社,H01L 31/0725; H01L 31/18; H10K 30/50,2020-02-25
運転支援通信システム,ミリ波レーダーとカメラの融合データに基づく速度制御方法に関する。マルチモーダル融合により認識精度を向上させる。,トヨタ自動車株式会社;NVIDIA,B60W 60/00,2019-02-28
セルロースナノファイバー構造部材,化学修飾したセルロースナノファイバーを含有するフィルムに関する。ナノファイバーの表面処理によりコーティング材との親和性を向上させ、高強度化を実現する。,王子ホールディングス株式会社,C08J 5/04; C08L 1/02,2024-01-25
X線画像の自動診断支援方法,医用画像の診断支援に関する。畳み込みニューラルネットワークを用いて超音波画像から腫瘍を高精度で検出する。転移学習により,キヤノン株式会社;NVIDIA,A61B 6/03; G06T 7/00,2020-08-08
バイオマス由来プラスチック,解重合可能なプラスチックに関する。分子鎖中に動的共有結合を導入することで、温和な条件下でモノマーへの分解が可能な循環型ポリエステルを実現する。,旭化成株式会社,B29B 17/00; C12P 7/62,2019-02-22
セルロースナノファイバー増粘剤,水系分散したセルロースナノファイバーを用いた透明フィルムの製造方法であって、乾燥工程における収縮を制御することにより均質な透明フィルムを得る。,大日本印刷株式会社,B32B 23/00,2019-04-12
バイオマス由来エポキシ樹脂,廃ポリアミドのケミカルリサイクル方法であって、有機触媒を用いたメタノリシスにより高純度のモノマーを回収する。,東洋紡株式会社,B29B 17/00; C08L 67/02; C08J 11/10,2023-10-15
負極材料を備えた二次電池,二次電池用固体電解質の製造方法であって、メカニカルミリングにより均質な集電体を得る方法を提供する。,トヨタ自動車株式会社;LG Energy Solution,H01M 4/525; H01M 10/0562,2023-02-15
CNF含有接着剤組成物の製造方法,水系分散したセルロースナノファイバーを用いた構造部材の製造方法であって、乾燥工程における収縮を制御することにより均質なバリアフィルムを得る。,旭化成株式会社;凸版印刷株式会社,C08J 5/04; B32B 23/00,2020-04-24
修飾セルロースナノファイバーを用いた断熱材,セルロースナノファイバーをポリマー複合材料中に均一分散させることにより、機械的強度と透明性を両立する複合材料を提供する。酸素透過度が10cc/m2/day以下となる,旭化成株式会社,D21H 11/18,2020-11-05
高効率光電変換素子,シリコン太陽電池とペロブスカイト太陽電池のタンデム構造に関する。中間層の最適化により変換効率30%超を達成する。,パナソニック株式会社,H10K 30/50; H01L 31/0725,2024-01-07
AI支援診断支援装置,医用画像の予測に関する。畳み込みニューラルネットワークを用いてX線画像から腫瘍を高精度で検出する。Attention機構の導入により,NVIDIA;キヤノン株式会社,G16H 30/40,2019-12-17
リチウムイオン電池用セパレータ,リチウム硫黄電池における固体電解質の新規構成に関する。界面抵抗を低減し、低温特性の改善を達成する。,CATL;トヨタ自動車株式会社,H01M 10/052; H01M 10/0562; C01G 53/00,2020-06-22
CNF含有コーティング材の製造方法,セルロースナノファイバーを接着剤組成物中に均一分散させることにより、機械的強度と透明性を両立する複合材料を提供する。熱膨張係数がガラスと同等まで低減される,日本製紙株式会社,B29C 70/00; D21H 11/18,2023-09-11
光電変換素子の製造方法,シリコン太陽電池とペロブスカイト太陽電池のタンデム構造に関する。中間層の最適化により大面積モジュール化を達成する。,First Solar;Oxford PV,H10K 30/50; H01L 31/0725,2020-12-24
自動運転センシングシステム,車両の歩行者予測装置であって、ディープラーニングを用いて周囲環境を認識し、安全な走行を支援する。,NVIDIA,G06N 3/08; G05D 1/02; G08G 1/16,2019-06-11
セルロースナノファイバー強化樹脂組成物,セルロースナノファイバーをポリマー複合材料中に均一分散させることにより、機械的強度と透明性を両立する複合材料を提供する。ヘイズ値が1%以下の高透明性を示す,旭化成株式会社,D21H 11/18; C08J 5/18,2023-05-18
循環型エポキシ樹脂,廃エポキシ樹脂のケミカルリサイクル方法であって、酵素を用いたメタノリシスにより高純度のモノマーを回収する。,三菱ケミカル株式会社,C08J 11/10; C08L 67/02,2020-09-28
リサイクル可能なポリアミド,バイオマス原料から得られるプラスチックの合成方法に関する。バイオマスの前処理技術の改良により環境負荷の低い材料を提供する。,ダイセル;住友化学株式会社,C12P 7/62; B29B 17/00; C08J 11/10,2019-09-22
リチウムイオン電池の製造方法,二次電池用集電体の製造方法であって、メカニカルミリングにより均質なセパレータを得る方法を提供する。,TDK株式会社,H01M 10/0562; H01M 50/40; C01G 53/00,2022-01-07
廃ポリアミドの再資源化方法,解重合可能なポリエステルに関する。分子鎖中に動的共有結合を導入することで、温和な条件下でモノマーへの分解が可能な循環型エポキシ樹脂を実現する。,東洋紡株式会社,C08J 11/10; C12P 7/62,2023-11-03
廃ポリアミドの再資源化方法,廃高分子材料のケミカルリサイクル方法であって、金属触媒を用いたメタノリシスにより高純度のモノマーを回収する。,BASF;三菱ケミカル株式会社,C08G 63/183,2019-11-12
ナノセルロース複合接着剤組成物,化学修飾したセルロースナノファイバーを含有するコーティング材に関する。ナノファイバーの表面処理によりコーティング材との親和性を向上させ、高バリア性を実現する。,大王製紙株式会社;日本製紙株式会社,B29C 70/00; C08J 5/18,2024-12-06
全固体電池の製造方法,リチウムイオン電池における固体電解質の新規構成に関する。界面抵抗を低減し、高速充電対応を達成する。,Samsung SDI,C01G 53/00,2024-07-10
高効率光電変換素子,光電変換素子の製造方法であって、ブレードコーティングを用いて大面積化と高効率化の両立を実現する。,First Solar,H10K 30/30; H10K 30/50,2022-07-24
医療診断支援システム,深層学習モデルによる網膜病変のセグメンテーション方法であって、転移学習により少量の教師データでも高い診断精度を達成する。,GEヘルスケア;オリンパス株式会社,G06N 3/08,2024-12-27
電池用集電体の改良,二次電池用セパレータの製造方法であって、固相反応により均質なセパレータを得る方法を提供する。,Samsung SDI;出光興産株式会社,C01G 53/00; H01M 50/40; H01M 10/052,2021-04-23
ミリ波レーダーを用いた物体認識装置,自動運転レベル4に対応する安全システムに関する。LiDARデータをディープラーニングで処理し、リアルタイムの経路計画を実現する。,デンソー株式会社;トヨタ自動車株式会社,G08G 1/16,2020-07-06
ペロブスカイト光電変換素子,シリコン太陽電池とペロブスカイト太陽電池のタンデム構造に関する。中間層の最適化により低照度での発電効率改善を達成する。,パナソニック株式会社;理化学研究所,H10K 30/50,2020-12-13
車両の歩行者予測方法,車両の経路計画装置であって、カルマンフィルタを用いて周囲環境を認識し、安全な走行を支援する。,ホンダ技研工業株式会社,G08G 1/16; G06V 20/58; B60W 60/00,2019-11-12
LiDARを用いた物体認識装置,自動運転レベル3に対応する制御システムに関する。ミリ波レーダーデータをカルマンフィルタで処理し、リアルタイムの障害物検出を実現する。,日立Astemo,G06V 20/58; G06N 3/08; B60W 60/00,2024-03-26
太陽電池の製造方法,太陽電池セルの製造方法であって、ブレードコーティングを用いて大面積化と高効率化の両立を実現する。,カネカ,H01L 31/0725; H10K 30/50,2021-09-24
高効率太陽電池セル,太陽電池セルの製造方法であって、ブレードコーティングを用いて大面積化と高効率化の両立を実現する。,理化学研究所;積水化学工業株式会社,H10K 30/30; H01L 31/18; H01L 31/0725,2022-07-14
深層学習を用いた網膜病変検出方法,内視鏡画像における肺結節の自動セグメンテーションシステムに関する。YOLOを採用し、リアルタイム処理を実現する。,キヤノン株式会社;国立がん研究センター,G16H 30/40; G06T 7/00; A61B 5/00,2019-05-03
リチウムイオン電池用電解質,二次電池用固体電解質の製造方法であって、メカニカルミリングにより均質な集電体を得る方法を提供する。,パナソニック株式会社;トヨタ自動車株式会社,C01G 53/00; H01M 4/525,2019-04-10
セルロースナノファイバー強化ポリマー複合材料,化学修飾したセルロースナノファイバーを含有するポリマー複合材料に関する。ナノファイバーの表面処理によりポリマー複合材料との親和性を向上させ、高バリア性を実現する。,王子ホールディングス株式会社;凸版印刷株式会社,C08J 5/04; B32B 23/00; C08L 1/02,2019-09-10
表示パネルの製造方法,有機エレクトロルミネッセンス発光素子に関する。量子ドットのサイズ均一性向上により、高輝度かつ長寿命のディスプレイを実現する。,住友化学株式会社;LG Display,H10K 71/00,2022-05-14
CNF分散コーティング材の調製方法,セルロースナノファイバーをポリマー複合材料中に均一分散させることにより、機械的強度と透明性を両立する複合材料を提供する。酸素透過度が10cc/m2/day以下となる,王子ホールディングス株式会社,B29C 70/00; D21H 11/18; C08L 1/02,2024-06-02
機械学習による骨折予測方法,医用画像の自動解析に関する。畳み込みニューラルネットワークを用いて内視鏡画像から肺結節を高精度で検出する。転移学習により,国立がん研究センター,A61B 6/03; G16H 30/40; A61B 5/00,2021-02-05
機械学習による腫瘍予測方法,超音波画像における肺結節の自動診断支援システムに関する。U-Netを採用し、リアルタイム処理を実現する。,NVIDIA,G16H 30/40; A61B 5/00,2020-11-24
高解像度表示装置の駆動回路,有機エレクトロルミネッセンス発光素子に関する。インクジェット印刷による精密パターニングにより、高輝度かつ長寿命のディスプレイを実現する。,ソニー株式会社,G09G 3/32; H10K 71/00,2022-05-11
ナノセルロース複合樹脂組成物,セルロースナノファイバーをフィルム中に均一分散させることにより、機械的強度と透明性を両立する複合材料を提供する。熱膨張係数がガラスと同等まで低減される,大王製紙株式会社;凸版印刷株式会社,D21H 11/18; C08J 5/18,2023-01-04
量子ドット発光デバイス,マイクロLEDを画素として用いた発光デバイスの製造方法に関する。蒸着法により高精細なディスプレイを得る。,シャープ株式会社;ソニー株式会社,H10K 50/10; G09G 3/32; H10K 71/00,2020-07-22
廃ポリアミドの再資源化方法,解重合可能なエポキシ樹脂に関する。分子鎖中にエステル交換部位を導入することで、温和な条件下でモノマーへの分解が可能な循環型エポキシ樹脂を実現する。,旭化成株式会社;帝人株式会社,B29B 17/00,2019-08-19
CNF分散接着剤組成物の調製方法,化学修飾したセルロースナノファイバーを含有する接着剤組成物に関する。ナノファイバーの表面処理により接着剤組成物との親和性を向上させ、寸法安定性の向上を実現する。,凸版印刷株式会社;日本製紙株式会社,D21H 11/18,2022-02-25
運転支援センシングシステム,ミリ波レーダーとカメラの融合データに基づく障害物検出方法に関する。点群データの意味分割により認識精度を向上させる。,Waymo;Mobileye,B60W 60/00; G06N 3/08; G05D 1/02,2023-11-09
医療診断支援システム,超音波画像における心電図異常の自動セグメンテーションシステムに関する。YOLOを採用し、リアルタイム処理を実現する。,オリンパス株式会社,A61B 5/00,2022-09-11
エポキシ樹脂のケミカルリサイクル方法,解重合可能なポリエステルに関する。分子鎖中に可逆結合部位を導入することで、温和な条件下でモノマーへの分解が可能な循環型ポリエステルを実現する。,旭化成株式会社,C08L 67/02; C08J 11/10,2021-04-24
自動運転安全システム,車両の合流制御装置であって、カルマンフィルタを用いて周囲環境を認識し、安全な走行を支援する。,Mobileye,B60W 60/00; G08G 1/16,2023-07-04
ロボットの車線維持システム,車両の歩行者予測装置であって、強化学習を用いて周囲環境を認識し、安全な走行を支援する。,日産自動車株式会社,G06V 20/58,2023-02-05
量子ドット発光素子,有機エレクトロルミネッセンス発光デバイスに関する。インクジェット印刷による精密パターニングにより、高輝度かつ長寿命の発光デバイスを実現する。,ソニー株式会社,H10K 71/00,2024-06-26
タンデム型太陽電池セル,シリコン太陽電池とペロブスカイト太陽電池のタンデム構造に関する。中間層の最適化により低照度での発電効率改善を達成する。,積水化学工業株式会社,H10K 30/30; H10K 30/50,2022-03-05
車両の障害物検出方法,車両の合流制御装置であって、強化学習を用いて周囲環境を認識し、安全な走行を支援する。,デンソー株式会社;日産自動車株式会社,G05D 1/02,2022-10-18
機械学習による骨折予測方法,医用画像のセグメンテーションに関する。畳み込みニューラルネットワークを用いて内視鏡画像から腫瘍を高精度で検出する。転移学習により,GEヘルスケア;キヤノン株式会社,A61B 5/00,2024-08-23
セルロースナノファイバー構造部材,化学修飾したセルロースナノファイバーを含有するポリマー複合材料に関する。ナノファイバーの表面処理により樹脂組成物との親和性を向上させ、軽量化を実現する。,旭化成株式会社,B32B 23/00; C08L 1/02,2021-06-21
廃プラスチックの再資源化方法,バイオマス原料から得られるエポキシ樹脂の合成方法に関する。触媒反応の選択性向上により環境負荷の低い材料を提供する。,住友化学株式会社;三菱ケミカル株式会社,B29B 17/00,2022-12-12
自動運転車両の経路計画装置,車両の経路計画装置であって、カルマンフィルタを用いて周囲環境を認識し、安全な走行を支援する。,デンソー株式会社;ホンダ技研工業株式会社,G06N 3/08,2022-01-12
リチウム硫黄電池の製造方法,リチウムイオン二次電池の負極材料に関する。シリコン系負極の膨張抑制構造により、高容量かつ長サイクル寿命を実現する。,村田製作所,C01G 53/00,2023-12-17
光電変換素子の製造方法,ペロブスカイト太陽電池に関する。パッシベーション層の形成により光電変換効率を向上させ、低コストでの製造を可能にする。,東京大学;First Solar,H01L 31/18; H10K 30/30; H10K 30/50,2022-07-16
機械学習による網膜病変予測方法,深層学習モデルによる心電図異常の予測方法であって、転移学習により少量の教師データでも高い診断精度を達成する。,オリンパス株式会社;NVIDIA,A61B 6/03; G06T 7/00,2021-10-18
ナノセルロース複合コーティング材,セルロースナノファイバーを樹脂組成物中に均一分散させることにより、機械的強度と透明性を両立する複合材料を提供する。酸素透過度が10cc/m2/day以下となる,東レ株式会社;王子ホールディングス株式会社,D21H 11/18,2019-02-24
リチウムイオン電池の製造方法,リチウムイオン二次電池のセパレータに関する。ドライプロセスによる電極形成により、高容量かつ長サイクル寿命を実現する。,トヨタ自動車株式会社;TDK株式会社,H01M 50/40; H01M 4/525; C01G 53/00,2021-10-05
セルロースナノファイバー強化ポリマー複合材料,セルロースナノファイバーをポリマー複合材料中に均一分散させることにより、機械的強度と透明性を両立する複合材料を提供する。ヘイズ値が1%以下の高透明性を示す,旭化成株式会社,B32B 23/00,2022-04-28
電解質を備えた二次電池,全固体電池における固体電解質の新規構成に関する。界面抵抗を低減し、高速充電対応を達成する。,パナソニック株式会社;TDK株式会社,H01M 10/0562,2021-06-04
バイオマス由来ポリエステル,廃ポリエステルのケミカルリサイクル方法であって、有機触媒を用いたグリコリシスにより高純度のモノマーを回収する。,三菱ケミカル株式会社,B29B 17/00; C12P 7/62; C08L 67/02,2023-05-02
医療診断支援システム,医用画像のセグメンテーションに関する。畳み込みニューラルネットワークを用いて内視鏡画像から心電図異常を高精度で検出する。マルチスケール特徴抽出により,シーメンス;富士フイルム株式会社,A61B 6/03; G06N 3/08; A61B 5/00,2023-01-09
運転支援センシングシステム,自動運転レベル4に対応する通信システムに関する。LiDARデータをディープラーニングで処理し、リアルタイムの歩行者予測を実現する。,ホンダ技研工業株式会社;日産自動車株式会社,G06N 3/08; B60W 60/00,2022-11-16
高効率太陽電池,ペロブスカイト太陽電池セルに関する。ペロブスカイト結晶の配向制御により光電変換効率を向上させ、低コストでの製造を可能にする。,First Solar,H10K 30/30; H01L 31/0725,2020-08-11
循環型エポキシ樹脂,バイオマス原料から得られるポリエステルの合成方法に関する。バイオマスの前処理技術の改良により環境負荷の低い材料を提供する。,ダイセル;BASF,B29B 17/00,2020-12-10
修飾セルロースナノファイバーを用いたバリアフィルム,化学修飾したセルロースナノファイバーを含有するコーティング材に関する。ナノファイバーの表面処理によりフィルムとの親和性を向上させ、高強度化を実現する。,大日本印刷株式会社,B32B 23/00; D21H 11/18,2019-03-05
自動運転安全システム,自動運転レベル5に対応する通信システムに関する。超音波センサデータを強化学習で処理し、リアルタイムの障害物検出を実現する。,日産自動車株式会社;デンソー株式会社,G05D 1/02; G06N 3/08,2020-04-26
有機EL発光素子,有機エレクトロルミネッセンス表示装置に関する。発光層の膜厚最適化により、高輝度かつ長寿命の発光デバイスを実現する。,住友化学株式会社,H10K 50/10; H10K 71/00; H01L 33/00,2019-07-15
太陽電池モジュール,シリコン太陽電池とペロブスカイト太陽電池のタンデム構造に関する。中間層の最適化により変換効率30%超を達成する。,カネカ,H01L 31/18; H10K 30/50,2023-11-10
高効率光電変換素子,ペロブスカイト光電変換素子に関する。界面欠陥の低減により光電変換効率を向上させ、低コストでの製造を可能にする。,東京大学;理化学研究所,H01L 31/0725; H01L 31/18; H10K 30/50,2022-01-18
セルロースナノファイバーバリアフィルム,化学修飾したセルロースナノファイバーを含有するポリマー複合材料に関する。ナノファイバーの表面処理により接着剤組成物との親和性を向上させ、高バリア性を実現する。,花王株式会社;東レ株式会社,D21H 11/18; B32B 23/00; B29C 70/00,2020-02-09
バイオマス由来ポリエステル,バイオマス原料から得られるエポキシ樹脂の合成方法に関する。発酵プロセスの最適化により環境負荷の低い材料を提供する。,住友化学株式会社,C08J 11/10; C08G 63/183,2021-01-11
マイクロLED表示パネル,マイクロLEDを画素として用いたディスプレイの製造方法に関する。蒸着法により高精細な発光デバイスを得る。,シャープ株式会社,C09K 11/02,2022-05-02
医療診断支援システム,医用画像の自動解析に関する。畳み込みニューラルネットワークを用いて内視鏡画像から心電図異常を高精度で検出する。Attention機構の導入により,キヤノン株式会社,G16H 30/40; G06N 3/08; A61B 5/00,2020-06-13
量子ドット発光デバイス,マイクロLEDを画素として用いたディスプレイの製造方法に関する。塗布法により高精細な発光素子を得る。,住友化学株式会社;シャープ株式会社,G09G 3/32; H10K 50/10,2019-07-17
リチウムイオン電池用固体電解質,リチウムイオン二次電池のセパレータに関する。ドライプロセスによる電極形成により、高容量かつ長サイクル寿命を実現する。,トヨタ自動車株式会社;TDK株式会社,H01M 10/052; H01M 4/525; H01M 10/0562,2024-09-10
タンデム型光電変換素子,太陽電池の製造方法であって、スロットダイコーティングを用いて大面積化と高効率化の両立を実現する。,カネカ,H01L 31/0725; H10K 30/30; H10K 30/50,2022-10-18
有機EL発光デバイス,マイクロLEDを画素として用いたディスプレイの製造方法に関する。転写法により高精細な表示装置を得る。,サムスン電子;ソニー株式会社,C09K 11/02,2020-04-07
CNF含有コーティング材の製造方法,セルロースナノファイバーをポリマー複合材料中に均一分散させることにより、機械的強度と透明性を両立する複合材料を提供する。ヘイズ値が1%以下の高透明性を示す,旭化成株式会社,C08J 5/18; B32B 23/00,2022-12-24
自動運転安全システム,自動運転レベル5に対応する安全システムに関する。ミリ波レーダーデータをディープラーニングで処理し、リアルタイムの障害物検出を実現する。,日産自動車株式会社,G06N 3/08; G08G 1/16,2022-05-13
固体電解質を備えた二次電池,リチウムイオン二次電池の固体電解質に関する。ドライプロセスによる電極形成により、高容量かつ長サイクル寿命を実現する。,LG Energy Solution;パナソニック株式会社,H01M 4/525,2019-05-16
高エネルギー密度リチウムイオン電池,ナトリウムイオン電池における集電体の新規構成に関する。界面抵抗を低減し、高速充電対応を達成する。,TDK株式会社,H01M 50/40,2020-02-12
太陽電池セルモジュール,太陽電池の製造方法であって、スプレー成膜を用いて大面積化と高効率化の両立を実現する。,カネカ,H01L 31/18; H10K 30/30; H10K 30/50,2024-12-27
フレキシブル発光素子,マイクロLEDを画素として用いた発光デバイスの製造方法に関する。塗布法により高精細な発光素子を得る。,ソニー株式会社;京セラ株式会社,H10K 50/10,2019-11-25
深層学習を用いた腫瘍検出方法,CT画像における腫瘍の自動セグメンテーションシステムに関する。ResNetを採用し、リアルタイム処理を実現する。,国立がん研究センター,G06T 7/00,2019-08-18
AI支援セグメンテーション装置,医用画像の自動解析に関する。畳み込みニューラルネットワークを用いてX線画像から網膜病変を高精度で検出する。データ拡張と半教師あり学習を組み合わせることで,シーメンス,G16H 30/40; G06N 3/08,2024-08-03
運転支援制御システム,車両の合流制御装置であって、トランスフォーマーモデルを用いて周囲環境を認識し、安全な走行を支援する。,Mobileye,G08G 1/16; G06V 20/58; B60W 60/00,2024-02-23
バイオマス由来ポリエステル,解重合可能な高分子材料に関する。分子鎖中に動的共有結合を導入することで、温和な条件下でモノマーへの分解が可能な循環型ポリアミドを実現する。,クラレ,C08J 11/10; C12P 7/62; C08G 63/183,2023-09-03
セルロースナノファイバー強化接着剤組成物,セルロースナノファイバーを樹脂組成物中に均一分散させることにより、機械的強度と透明性を両立する複合材料を提供する。ヘイズ値が1%以下の高透明性を示す,花王株式会社,D21H 11/18; B29C 70/00; B32B 23/00,2022-10-27
フレキシブルディスプレイ,マイクロLEDを画素として用いた表示装置の製造方法に関する。転写法により高精細なディスプレイを得る。,シャープ株式会社,G09G 3/32,2020-08-24
解重合可能なポリエステルの合成,解重合可能なポリエステルに関する。分子鎖中にエステル交換部位を導入することで、温和な条件下でモノマーへの分解が可能な循環型ポリアミドを実現する。,BASF,C12P 7/62; C08G 63/183; C08L 67/02,2023-01-22
